x-axis,1
second,Volt
-112.0000E-06,-281.4047E-06
-111.7800E-06,-281.4047E-06
-111.5600E-06,-281.4047E-06
-111.3400E-06,-281.4047E-06
-111.1200E-06,-281.4047E-06
-110.9000E-06,-281.4047E-06
-110.6800E-06,-281.4047E-06
-110.4600E-06,-281.4047E-06
-110.2400E-06,-2.8657550E-03
-110.0200E-06,-3.4400551E-03
-109.8000E-06,-281.4047E-06
-109.5800E-06,-4.3015052E-03
-109.3600E-06,-281.4047E-06
-109.1400E-06,-281.4047E-06
-108.9200E-06,-281.4047E-06
-108.7000E-06,-281.4047E-06
-108.4800E-06,-281.4047E-06
-108.2600E-06,-281.4047E-06
-108.0400E-06,-281.4047E-06
-107.8200E-06,-281.4047E-06
-107.6000E-06,-281.4047E-06
-107.3800E-06,-281.4047E-06
-107.1600E-06,-281.4047E-06
-106.9400E-06,-281.4047E-06
-106.7200E-06,-281.4047E-06
-106.5000E-06,+867.1954E-06
-106.2800E-06,-4.0143551E-03
-106.0600E-06,-2.2914549E-03
-105.8400E-06,-4.0143551E-03
-105.6200E-06,-281.4047E-06
-105.4000E-06,-281.4047E-06
-105.1800E-06,-281.4047E-06
-104.9600E-06,-281.4047E-06
-104.7400E-06,-281.4047E-06
-104.5200E-06,-281.4047E-06
-104.3000E-06,-568.5547E-06
-104.0800E-06,-1.7171549E-03
-103.8600E-06,-281.4047E-06
-103.6400E-06,-281.4047E-06
-103.4200E-06,-2.8657550E-03
-103.2000E-06,-281.4047E-06
-102.9800E-06,-281.4047E-06
-102.7600E-06,-4.0143551E-03
-102.5400E-06,-281.4047E-06
-102.3200E-06,-3.4400551E-03
-102.1000E-06,-281.4047E-06
-101.8800E-06,-281.4047E-06
-101.6600E-06,-281.4047E-06
-101.4400E-06,-281.4047E-06
-101.2200E-06,-281.4047E-06
-101.0000E-06,-281.4047E-06
-100.7800E-06,-281.4047E-06
-100.5600E-06,-281.4047E-06
-100.3400E-06,-281.4047E-06
-100.1200E-06,-281.4047E-06
-99.9000E-06,-281.4047E-06
-99.6800E-06,-281.4047E-06
-99.4600E-06,-1.7171549E-03
-99.2400E-06,-281.4047E-06
-99.0200E-06,-281.4047E-06
-98.8000E-06,-281.4047E-06
-98.5800E-06,-568.5547E-06
-98.3600E-06,-281.4047E-06
-98.1400E-06,-281.4047E-06
-97.9200E-06,-281.4047E-06
-97.7000E-06,-281.4047E-06
-97.4800E-06,-281.4047E-06
-97.2600E-06,-281.4047E-06
-97.0400E-06,-281.4047E-06
-96.8200E-06,-281.4047E-06
-96.6000E-06,-281.4047E-06
-96.3800E-06,-2.8657550E-03
-96.1600E-06,-281.4047E-06
-95.9400E-06,-3.4400551E-03
-95.7200E-06,-281.4047E-06
-95.5000E-06,-281.4047E-06
-95.2800E-06,-281.4047E-06
-95.0600E-06,-281.4047E-06
-94.8400E-06,-2.8657550E-03
-94.6200E-06,-281.4047E-06
-94.4000E-06,-1.1428548E-03
-94.1800E-06,-281.4047E-06
-93.9600E-06,-281.4047E-06
-93.7400E-06,-281.4047E-06
-93.5200E-06,-4.0143551E-03
-93.3000E-06,-281.4047E-06
-93.0800E-06,-281.4047E-06
-92.8600E-06,-281.4047E-06
-92.6400E-06,-281.4047E-06
-92.4200E-06,-568.5547E-06
-92.2000E-06,-281.4047E-06
-91.9800E-06,-281.4047E-06
-91.7600E-06,-281.4047E-06
-91.5400E-06,-3.4400551E-03
-91.3200E-06,-281.4047E-06
-91.1000E-06,-2.8657550E-03
-90.8800E-06,+3.4515457E-03
-90.6600E-06,+1.7286455E-03
-90.4400E-06,-281.4047E-06
-90.2200E-06,-281.4047E-06
-90.0000E-06,-281.4047E-06
-89.7800E-06,-281.4047E-06
-89.5600E-06,-2.8657550E-03
-89.3400E-06,-568.5547E-06
-89.1200E-06,-281.4047E-06
-88.9000E-06,-281.4047E-06
-88.6800E-06,-281.4047E-06
-88.4600E-06,-281.4047E-06
-88.2400E-06,-3.4400551E-03
-88.0200E-06,-281.4047E-06
-87.8000E-06,-281.4047E-06
-87.5800E-06,-281.4047E-06
-87.3600E-06,-281.4047E-06
-87.1400E-06,+1.1543455E-03
-86.9200E-06,-281.4047E-06
-86.7000E-06,-281.4047E-06
-86.4800E-06,-281.4047E-06
-86.2600E-06,-281.4047E-06
-86.0400E-06,-281.4047E-06
-85.8200E-06,-568.5547E-06
-85.6000E-06,-281.4047E-06
-85.3800E-06,-281.4047E-06
-85.1600E-06,-281.4047E-06
-84.9400E-06,-281.4047E-06
-84.7200E-06,-281.4047E-06
-84.5000E-06,-281.4047E-06
-84.2800E-06,-281.4047E-06
-84.0600E-06,-1.7171549E-03
-83.8400E-06,-281.4047E-06
-83.6200E-06,-1.1428548E-03
-83.4000E-06,-281.4047E-06
-83.1800E-06,-281.4047E-06
-82.9600E-06,-281.4047E-06
-82.7400E-06,-281.4047E-06
-82.5200E-06,-281.4047E-06
-82.3000E-06,-281.4047E-06
-82.0800E-06,-281.4047E-06
-81.8600E-06,-1.7171549E-03
-81.6400E-06,-3.7272051E-03
-81.4200E-06,-281.4047E-06
-81.2000E-06,-4.3015052E-03
-80.9800E-06,-2.8657550E-03
-80.7600E-06,-281.4047E-06
-80.5400E-06,-281.4047E-06
-80.3200E-06,-281.4047E-06
-80.1000E-06,-281.4047E-06
-79.8800E-06,-281.4047E-06
-79.6600E-06,-281.4047E-06
-79.4400E-06,-1.7171549E-03
-79.2200E-06,-281.4047E-06
-79.0000E-06,-281.4047E-06
-78.7800E-06,+2.3029456E-03
-78.5600E-06,-281.4047E-06
-78.3400E-06,-281.4047E-06
-78.1200E-06,-281.4047E-06
-77.9000E-06,-281.4047E-06
-77.6800E-06,-281.4047E-06
-77.4600E-06,-281.4047E-06
-77.2400E-06,-281.4047E-06
-77.0200E-06,-281.4047E-06
-76.8000E-06,-281.4047E-06
-76.5800E-06,-281.4047E-06
-76.3600E-06,-1.7171549E-03
-76.1400E-06,-281.4047E-06
-75.9200E-06,-281.4047E-06
-75.7000E-06,-281.4047E-06
-75.4800E-06,-281.4047E-06
-75.2600E-06,-281.4047E-06
-75.0400E-06,-281.4047E-06
-74.8200E-06,-281.4047E-06
-74.6000E-06,-281.4047E-06
-74.3800E-06,+580.0454E-06
-74.1600E-06,+1.1543455E-03
-73.9400E-06,-4.3015052E-03
-73.7200E-06,-281.4047E-06
-73.5000E-06,-281.4047E-06
-73.2800E-06,-2.8657550E-03
-73.0600E-06,-281.4047E-06
